"","adm0_id","adm0_name","adm1_id","adm1_name","mkt_id","mkt_name","cm_id","cm_name","cur_id","cur_name","pt_id","pt_name","um_id","um_name","mp_month","mp_year","mp_price","mp_commoditysource"
"305841",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",6,2014,2.332,NA
"305842",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",7,2014,2.3525,NA
"305843",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",8,2014,2.425,NA
"305844",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",9,2014,2.46,NA
"305845",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",10,2014,2.31,NA
"305846",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",11,2014,2.192,NA
"305847",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",12,2014,2.1725,NA
"305848",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",1,2015,2.18,NA
"305849",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",2,2015,2.2033,NA
"305850",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",3,2015,2.272,NA
"305851",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",4,2015,2.3125,NA
"305852",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",5,2015,2.322,NA
"305853",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",6,2015,2.32,NA
"305854",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",7,2015,2.315,NA
"305855",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",8,2015,2.274,NA
"305856",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",9,2015,2.2,NA
"305857",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",10,2015,1.955,NA
"305858",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",11,2015,1.922,NA
"305859",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",12,2015,1.88,NA
"305860",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",1,2016,1.8738,NA
"305861",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",2,2016,1.865,NA
"305862",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",3,2016,1.865,NA
"305863",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",4,2016,1.82,NA
"305864",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",5,2016,1.66,NA
"305865",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",6,2016,1.62,NA
"305866",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",7,2016,1.6825,NA
"305867",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",8,2016,1.594,NA
"305868",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",9,2016,1.5625,NA
"305869",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",10,2016,1.395,NA
"305870",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",11,2016,1.425,NA
"305871",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",12,2016,1.3625,NA
"305872",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",1,2017,1.315,NA
"305873",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",2,2017,1.305,NA
"305874",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",3,2017,1.3375,NA
"305875",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",4,2017,1.4175,NA
"305876",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",5,2017,1.472,NA
"305877",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",6,2017,1.5025,NA
"305878",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",7,2017,1.525,NA
"305879",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",8,2017,1.52,NA
"305880",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",9,2017,1.53,NA
"305881",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",10,2017,1.505,NA
"305882",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",11,2017,1.445,NA
"305883",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",12,2017,1.545,NA
"305884",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",1,2018,1.67,NA
"305885",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",2,2018,1.6933,NA
"305886",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",3,2018,1.7475,NA
"305887",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",4,2018,1.65,NA
"305888",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",5,2018,1.63,NA
"305889",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",6,2018,1.59,NA
"305890",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",7,2018,1.59,NA
"305891",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",8,2018,1.59,NA
"305892",52,"China",908,"Heilongjiang Sheng",2584,"Heilongjiang",51,"Maize - Wholesale",0,"CNY",14,"Wholesale",18,"MT",9,2018,1.5975,NA
